id,hotelid,hotelname,address,city,country,zipcode,propertytype,starrating,latitude,longitude,Source,url,curr
57534,773326,Valentin Paguera Adults Only Hotel,Peral Street n 3,Majorca,Spain,7160,Hotels,3,39.540049,2.447982,5,https://www.agoda.com/en-gb/valentin-paguera-adults-only-hotel/hotel/majorca-es.html,EUR
57535,77333,Best Western Amedia Praha,Turkova 5a/2318,Prague,Czech Republic,14900,Hotels,3,50.03660507,14.49255466,2,http://www.booking.com/hotel/cz/eurohotel-prag.en-gb.html,EUR
57536,7733374,Appart hotel sathonay rillieux Lyon,11 Rue de la Republique,Sathonay-Camp,France,69580,Hotels,2,45.82587051,4.873670101,5,https://www.agoda.com/en-gb/appart-hotel-sathonay-rillieux-lyon/hotel/sathonay-camp-fr.html,EUR
57537,7733388,Hotel Cevoli,Viale G. Carducci 36,Cattolica,Italy,47841,Hotels,3,43.96759033,12.73443031,5,https://www.agoda.com/en-gb/hotel-cevoli/hotel/cattolica-it.html,EUR
57538,77335,Aron,Zerotinova 39,Prague,Czech Republic,13000,Hotels,3,50.0881767,14.46341649,2,http://www.booking.com/hotel/cz/aron.en-gb.html,EUR
57539,77337,Hotel Lipa - Terme Lendava - Sava Hotels & Resorts,Tomsiceva 2a,Lendava,Slovenia,9220,Hotels,3,46.55393982,16.45861053,5,https://www.agoda.com/en-gb/hotel-lipa-terme-lendava-sava-hotels-resorts/hotel/lendava-si.html,EUR
57540,7733716,Les Gites du Tilleul,220 A rue de la mairie,Rencurel,France,38680,Hotels,4,45.10258865,5.474140167,5,https://www.agoda.com/en-gb/les-gites-du-tilleul/hotel/rencurel-fr.html,EUR
57541,77338,Hotel Benda,Loke 33,Mozirje,Slovenia,3330,Hotels,3,46.334652,14.96988,5,https://www.agoda.com/en-gb/hotel-benda/hotel/mozirje-si.html,EUR
57542,77339,Hotel Meritum,Stare Namesti 14,Prague,Czech Republic,16100,Hotels,3,50.08108983,14.310776,2,http://www.booking.com/hotel/cz/meritum.en-gb.html,EUR
57543,77339,The More Hotel Malmo,Norra Skolgatan 24,Malmo,Sweden,,Hotels,4,55.59431839,13.00648975,5,https://www.agoda.com/en-gb/the-more-hotel-malmo/hotel/malmo-se.html,SEK
57544,77340,Hotel U Zlateho Stromu,Karlova 6,Prague,Czech Republic,,Hotels,4,50.08599967,14.4148162,2,http://www.booking.com/hotel/cz/u-zlateho-stromu.en-gb.html,EUR
57545,77343,PRIMAVERA Hotel & Congress centre,Nepomucka 128,Plzen,Czech Republic,,Hotels,4,49.71057611,13.41282606,2,http://www.booking.com/hotel/cz/primavera-congress-centre.en-gb.html,EUR
57546,77344,Hotel Plzen,Budilova 15,Plzen,Czech Republic,30100,Hotels,3,49.74684547,13.37028086,2,http://www.booking.com/hotel/cz/plzen-r.en-gb.html,EUR
57547,7734566,Hotel Restaurant La Caravelle,Port d'Auphelle,Peyrat-le-Chateau,France,87470,Hotels,3,45.80189133,1.845010042,5,https://www.agoda.com/en-gb/hotel-restaurant-la-caravelle/hotel/peyrat-le-chateau-fr.html,EUR
57548,77346,Occidental Praha,Na Strzi 32,Prague,Czech Republic,14000,Hotels,4,50.04367828,14.43950057,2,http://www.booking.com/hotel/cz/barcelo-praha.en-gb.html,EUR
57549,77354,Bishop's House,Drazickeho Namesti 6-9,Prague,Czech Republic,,Hotels,4,50.08771247,14.40681517,2,http://www.booking.com/hotel/cz/the-bishop-s-house.en-gb.html,EUR
57550,7735538,Albergo Paradiso,Via IV Novembre 10,Vigo Di Cadore,Italy,32040,Hotels,2,46.50046158,12.47348976,5,https://www.agoda.com/en-gb/albergo-paradiso/hotel/vigo-di-cadore-it.html,EUR
57551,773554,Hotel Jedlinka,ul. Zamkowa 2,Jedlina-Zdroj,Poland,,Hotels,3,50.712276,16.359143,2,http://www.booking.com/hotel/pl/jedlinka.en-gb.html,PLN
57552,7735732,villa provencal avec piscine a vias de 10 personnes,14 avenue general de goys,Agde,France,34450,Hotels,3,43.31240845,3.423310041,5,https://www.agoda.com/en-gb/villa-provencal-avec-piscine-a-vias-de-10-personnes/hotel/agde-fr.html,EUR
57627,77441,Hotel U Zvonu,Prazska 27,Plzen,Czech Republic,30100,Hotels,4,49.74704479,13.38135034,2,http://www.booking.com/hotel/cz/u-zvonu.en-gb.html,EUR
57553,7735765,Camping municipal d'Arromanches,Camping municipal avenue de Verdun,Arromanches-les-Bains,France,14117,Hotels,2,49.33813858,-0.62638998,5,https://www.agoda.com/en-gb/camping-municipal-d-arromanches/hotel/arromanches-les-bains-fr.html,EUR
57554,77358,Rezidence Emmy,K Zelene Louce 2A,Prague,Czech Republic,,Hotels,4,50.02143965,14.46326226,2,http://www.booking.com/hotel/cz/rezidence-emmy.en-gb.html,EUR
57555,77359,Wellness Hotel Step,Malletova 1141,Prague,Czech Republic,10900,Hotels,4,50.10122342,14.48353708,2,http://www.booking.com/hotel/cz/step.en-gb.html,EUR
57556,77360,Plaza Prague Hotel,Ortenovo Nam. 22,Prague,Czech Republic,,Hotels,4,50.107679,14.45006579,2,http://www.booking.com/hotel/cz/alta.en-gb.html,EUR
57557,77361,Hotel & Residence Royal Standard,Rasinovo Nabrezi 38,Prague,Czech Republic,12800,Hotels,3,50.06876373,14.41489264,2,http://www.booking.com/hotel/cz/residence-standard.en-gb.html,EUR
57558,77362,Charles Bridge Bed And Breakfast,Drazickeho Namesti 5,Prague,Czech Republic,,Bed and breakfasts,3,50.08765999,14.40683663,2,http://www.booking.com/hotel/cz/charles-bridge-bed-and-breakfast.en-gb.html,EUR
57559,7736305,Hotel A la tasse a moustache,VONGY 11 Route d'Evian,Thonon-les-Bains,France,74200,Hotels,3,46.38259888,6.504179955,5,https://www.agoda.com/en-gb/hotel-a-la-tasse-a-moustache/hotel/thonon-les-bains-fr.html,EUR
57560,77364,Hotel Columbo,Milicova 15,Prague,Czech Republic,13000,Hotels,3,50.08544766,14.4513613,2,http://www.booking.com/hotel/cz/columbo.en-gb.html,EUR
57561,77368,Agricola Sport & Wellness Centre,Tyrsova 31,Marianske Lazne,Czech Republic,,Hotels,4,49.96644976,12.69497037,2,http://www.booking.com/hotel/cz/agricola.en-gb.html,EUR
57562,7737119,Sant Ambroggio Corse,QUARTIER PIAZZE Marine de Sant Ambroggio,Lumio,France,20260,Hotels,4,42.60149002,8.834219933,5,https://www.agoda.com/en-gb/sant-ambroggio-corse/hotel/lumio-fr.html,EUR
57563,77372,U Tri Bubnu,"U Radnice 8, 10",Prague,Czech Republic,,Hotels,3,50.08747843,14.41942424,2,http://www.booking.com/hotel/cz/u-tri-bubnu.en-gb.html,EUR
57564,7737496,Hotel Les Deux Coteaux,"18, rue Joseph Peala",Tain-l'Hermitage,France,26600,Hotels,3,45.06966019,4.835619926,5,https://www.agoda.com/en-gb/hotel-les-deux-coteaux/hotel/tain-l-hermitage-fr.html,EUR
57565,77375,Humboldt Park Hotel & Spa,Zahradni 27,Karlovy Vary,Czech Republic,36001,Hotels,4,50.22776847,12.87591487,2,http://www.booking.com/hotel/cz/humboldt-park-spa.en-gb.html,EUR
57566,77376,Ariston & Ariston Patio Hotel,Seifertova 65,Prague,Czech Republic,13000,Hotels,4,50.08469901,14.44838405,2,http://www.booking.com/hotel/cz/ariston.en-gb.html,EUR
57567,773767,Hotel Hanu' Berarilor,"Str. Poenaru Bordea, Nr. 2",Bucharest,Romania,40093,Hotels,3,44.42848943,26.09529197,2,http://www.booking.com/hotel/ro/hanu-berarilor.en-gb.html,RON
57568,77377,Carlton,Taboritska 18,Prague,Czech Republic,13000,Hotels,4,50.08261305,14.45466042,2,http://www.booking.com/hotel/cz/carlton.en-gb.html,EUR
57569,773772,Hotel Pineta,Via Roma 80,Loiano,Italy,40050,Hotels,3,44.27130159,11.3205421,2,http://www.booking.com/hotel/it/pineta-loiano.en-gb.html,EUR
57570,77378,Elysee Hotel,Vaclavske Namesti 43,Prague,Czech Republic,11000,Hotels,4,50.08107606,14.42856252,2,http://www.booking.com/hotel/cz/elysee.en-gb.html,EUR
57571,77379,Kavalir,Plzenska 177,Prague,Czech Republic,15000,Hotels,3,50.06990257,14.37143415,2,http://www.booking.com/hotel/cz/kavalir.en-gb.html,EUR
57572,7737934,Francesca House 017179-CNI-00216,via Todeschino 19,Sirmione,Italy,25019,Hotels,3,45.46432877,10.60649967,5,https://www.agoda.com/en-gb/francesca-house-017179-cni-00216/hotel/sirmione-it.html,EUR
57573,7737946,La cour pavee,Lieu-dit Requista,Gages,France,12190,Hotels,3,44.53588867,2.700020075,5,https://www.agoda.com/en-gb/la-cour-pavee/hotel/gages-fr.html,EUR
57574,77380,Marketa,Na Petynce 45,Prague,Czech Republic,16000,Hotels,3,50.08781917,14.36837979,2,http://www.booking.com/hotel/cz/marketa.en-gb.html,EUR
57575,7738135,Mas Orea,QUARTIER LA CAPOUNE,Gordes,France,84220,Hotels,4,43.90071106,5.22991991,5,https://www.agoda.com/en-gb/mas-orea/hotel/gordes-fr.html,EUR
57576,7738251,Domaine Clos des Oliviers,Clos des Oliviers C10 avenue Lamouroux,Vidauban,France,83550,Hotels,4,43.41632843,6.416419983,5,https://www.agoda.com/en-gb/domaine-clos-des-oliviers/hotel/vidauban-fr.html,EUR
57577,77383,Hotel Henrietta,Ke Stirce 1774/42,Prague,Czech Republic,,Hotels,3,50.12204847,14.45702612,2,http://www.booking.com/hotel/cz/henrietta.en-gb.html,EUR
57578,7738339,Les Jardins du Golf,lieu dit la grosse grange 1 lotissement des noyers,La Chevillotte,France,25620,Hotels,3,47.22238922,6.159599781,5,https://www.agoda.com/en-gb/les-jardins-du-golf/hotel/la-chevillotte-fr.html,EUR
57579,773836,Juthbacka Hotell,Juthasvagen 34,Uusikaarlepyy,Finland,66900,Hotels,3,63.514685,22.524271,2,http://www.booking.com/hotel/fi/juthbacka-hotell-och-restaurang.en-gb.html,EUR
57580,77384,Design Merrion Hotel,Jeseniova 49,Prague,Czech Republic,13000,Hotels,4,50.08723233,14.46229666,2,http://www.booking.com/hotel/cz/design-merrion.en-gb.html,EUR
57581,7738574,Le mas des Peyres,lieu dit Les Peyres,Manosque,France,4110,Hotels,4,43.82733917,5.681960106,5,https://www.agoda.com/en-gb/le-mas-des-peyres/hotel/manosque-fr.html,EUR
57582,77388,Spa Hotel Krivan,Masarykova 17,Marianske Lazne,Czech Republic,35301,Hotels,4,49.97716781,12.70709127,2,http://www.booking.com/hotel/cz/coop-krivan.en-gb.html,EUR
57583,77389,Hotel Tulipan Pruhonice,Tulipanova 142,Pruhonice,Czech Republic,25243,Hotels,3,50.00396716,14.56330329,2,http://www.booking.com/hotel/cz/tulipan-pruhonice.en-gb.html,EUR
57584,77393,Hotel Sunflower,Oldrichova 31/427,Prague,Czech Republic,12800,Hotels,3,50.0657594,14.42856319,2,http://www.booking.com/hotel/cz/pension-sunflower.en-gb.html,EUR
57585,773943,Hotel w Dobieszkowie,Dobieszkow 70,Strykow,Poland,,Hotels,2,51.85323762,19.59288128,2,http://www.booking.com/hotel/pl/w-dobieszkowie.en-gb.html,PLN
57586,7739480,OUILOK Vacances - Domaine de Litteau,Le Perron,Litteau,France,14490,Hotels,4,49.1579895,-0.923120022,5,https://www.agoda.com/en-gb/ouilok-vacances-domaine-de-litteau/hotel/litteau-fr.html,EUR
57587,7739498,Hotel Villa Campo,VIA ROMA 120,Ischia Island,Italy,80076,Hotels,2,40.75149155,13.88852024,5,https://www.agoda.com/en-gb/hotel-villa-campo/hotel/ischia-island-it.html,EUR
57588,77395,Adeba Hotel,Pernerova 16,Prague,Czech Republic,,Hotels,3,50.09027489,14.45032194,2,http://www.booking.com/hotel/cz/adeba.en-gb.html,EUR
57589,7739652,Hotel Pamela,89 Viale Giovanni Pascoli,Rimini,Italy,47923,Hotels,2,44.05656052,12.58644009,5,https://www.agoda.com/en-gb/hotel-pamela/hotel/rimini-it.html,EUR
57590,7739694,Mobil Home confortable dans Camping Convivial,"7, route de Bordeaux",Saint-Vivien-de-Medoc,France,33780,Hotels,3,45.51557159,-1.111789942,5,https://www.agoda.com/en-gb/mobil-home-confortable-dans-camping-convivial/hotel/saint-vivien-de-medoc-fr.html,EUR
57591,77397,Hotel Nosal,U Michelskeho Lesa 1157,Prague,Czech Republic,14000,Hotels,4,50.03611839,14.46927041,2,http://www.booking.com/hotel/cz/nosal.en-gb.html,EUR
57592,7739758,La Chade,5 impasse de la Chade,Gemozac,France,17260,Hotels,4,45.59695816,-0.629639983,5,https://www.agoda.com/en-gb/la-chade/hotel/gemozac-fr.html,EUR
57593,7739852,Petit Maison a Corps,CORPSISERE Descente de l'Eglise,Corps,France,38970,Hotels,2,44.81784821,5.941050053,5,https://www.agoda.com/en-gb/petit-maison-a-corps/hotel/corps-fr.html,EUR
57594,77399,Wellness Hotel Jean De Carro,Stezka Jeana De Carro 4-6,Karlovy Vary,Czech Republic,,Hotels,4,50.22355659,12.88491771,2,http://www.booking.com/hotel/cz/wellness-jean-de-carro.en-gb.html,EUR
57595,7740,Novotel Marne La Vallee Noisy Le Grand Hotel,"2 Allee Bienvenue, Noisy Le Grand",Noisy Le Grand,France,93885,Hotels,4,48.83800125,2.541543245,5,https://www.agoda.com/en-gb/novotel-marne-la-vallee-noisy-le-grand-hotel/hotel/noisy-le-grand-fr.html,EUR
57596,77400,Astoria Hotel,Rybna 10,Prague,Czech Republic,11000,Hotels,4,50.08889862,14.42613579,2,http://www.booking.com/hotel/cz/astoria.en-gb.html,EUR
57597,77401,Villa St. Tropez,Ruzynska 197/14,Prague,Czech Republic,,Hotels,4,50.08369046,14.31904793,2,http://www.booking.com/hotel/cz/elegant.en-gb.html,EUR
57598,77403,Hotel Horizont,Velka Plan 141,Pec pod Snezkou,Czech Republic,,Hotels,4,50.69640327,15.73557615,2,http://www.booking.com/hotel/cz/horizont.en-gb.html,EUR
57599,77404,Carlton Lausanne Boutique Hotel,4 Avenue de Cour,Lausanne,Switzerland,1007,Hotels,4,46.51219177,6.627679825,5,https://www.agoda.com/en-gb/carlton-lausanne-boutique-hotel/hotel/lausanne-ch.html,CHF
57600,77405,Hotel Krone Sarnen,Brunigstrasse 130,Sarnen,Switzerland,6060,Hotels,4,46.89741135,8.246379852,5,https://www.agoda.com/en-gb/hotel-krone-sarnen/hotel/sarnen-ch.html,CHF
57601,7740651,Home 12 les Vignes,12 Rue Jean Henri Fabre,Chateauneuf-du-Pape,France,84230,Hotels,3,44.05622864,4.830269814,5,https://www.agoda.com/en-gb/home-12-les-vignes/hotel/chateauneuf-du-pape-fr.html,EUR
57602,77409,Hotel Cechie Praha,U Sluncove 618/25,Prague,Czech Republic,,Hotels,4,50.09599638,14.46961373,2,http://www.booking.com/hotel/cz/cechie-praha-a-s.en-gb.html,EUR
57603,7740901,la longere aux bambous,84 impasse de la haute herbaudiere,Saint-Aignan,France,41110,Hotels,4,47.25843048,1.334609985,5,https://www.agoda.com/en-gb/la-longere-aux-bambous/hotel/saint-aignan-fr.html,EUR
57604,77411,Hotel Liberty,ul. 28. rijna 11/376,Prague,Czech Republic,,Hotels,4,50.0837877,14.42272469,2,http://www.booking.com/hotel/cz/liberty.en-gb.html,EUR
57605,77412,Hotel Jested,Horni Hanychov 153,Liberec,Czech Republic,46008,Hotels,4,50.73261854,14.98475075,2,http://www.booking.com/hotel/cz/jested.en-gb.html,EUR
57606,7741449,Hotel Joli,Via Olimpica 1,Alba Adriatica,Italy,64011,Hotels,3,42.83187103,13.93262005,5,https://www.agoda.com/en-gb/hotel-joli/hotel/alba-adriatica-it.html,EUR
57607,7741463,Gasthof Weisses Kreuz,Tabland 22,Naturno,Italy,39025,Hotels,3,46.63420105,10.97430992,5,https://www.agoda.com/en-gb/gasthof-weisses-kreuz/hotel/naturno-it.html,EUR
57608,77415,Abri Hotel,Jana Masaryka 36,Prague,Czech Republic,12000,Hotels,4,50.07194355,14.43946019,2,http://www.booking.com/hotel/cz/abri.en-gb.html,EUR
57609,7741604,Mobil home canet en roussillon,,Canet-en-Roussillon,France,66140,Hotels,4,42.68117142,3.028660059,5,https://www.agoda.com/en-gb/mobil-home-canet-en-roussillon/hotel/canet-en-roussillon-fr.html,EUR
57610,77419,Cristal Palace,Hlavni 61,Marianske Lazne,Czech Republic,35301,Hotels,4,49.97054543,12.70271659,2,http://www.booking.com/hotel/cz/cristal-palace.en-gb.html,EUR
57611,77420,Parkhotel Plzen,U Borskeho parku 31,Plzen,Czech Republic,,Hotels,4,49.72108053,13.37093532,2,http://www.booking.com/hotel/cz/parkhotel-congress-center-plzen.en-gb.html,EUR
57612,77421,Hotel Tronicek,Zampach 2,Jilove u Prahy,Czech Republic,,Hotels,3,49.87107437,14.49463606,2,http://www.booking.com/hotel/cz/tronicek.en-gb.html,EUR
57613,774221,Motel MDS,Debska 6a,Wielichowo,Poland,,Motels,2,52.122383,16.341044,2,http://www.booking.com/hotel/pl/motel-mds.en-gb.html,PLN
57614,77423,My Hotel Apollon,Konevova 158,Prague,Czech Republic,,Hotels,3,50.09172469,14.47712526,2,http://www.booking.com/hotel/cz/apollon-prague.en-gb.html,EUR
57615,77424,Hotel Terasa,Nad Prehradou 670,Frydek-Mistek,Czech Republic,73801,Hotels,4,49.66513315,18.313981,2,http://www.booking.com/hotel/cz/euroagentur-terasa.en-gb.html,EUR
57616,77425,Ilunion Aqua 3 Hotel,C/Luis Garcia Berlanga 19-21,Valencia,Spain,46023,Hotels,3,39.464559,-0.350189,5,https://www.agoda.com/en-gb/ilunion-aqua-3-hotel/hotel/valencia-es.html,EUR
57617,77426,Ilunion Aqua 4 Hotel,C/Luis Garcia Berlanga 19-21,Valencia,Spain,46023,Hotels,4,39.45608015,-0.345842809,5,https://www.agoda.com/en-gb/ilunion-aqua-4-hotel/hotel/valencia-es.html,EUR
57618,774260,Motel Luzycki & Restauracja,Zgorzelecka 51,Luban,Poland,,Motels,3,51.12544242,15.28860507,2,http://www.booking.com/hotel/pl/motel-luzycki.en-gb.html,PLN
57619,7742758,Rousseau Nadine,11 Rue Beraud,Bourges,France,18000,Hotels,3,47.07239151,2.401580095,5,https://www.agoda.com/en-gb/rousseau-nadine/hotel/bourges-fr.html,EUR
57620,77431,Hotel Lippert,Mikulasska 2,Prague,Czech Republic,11000,Hotels,4,50.08759674,14.41983461,2,http://www.booking.com/hotel/cz/cerna-liska.en-gb.html,EUR
57621,77431,Eurostars Plaza Delicias Hotel,"Calle Los Fayos, 11",Zaragoza,Spain,50017,Hotels,3,41.657876,-0.909762,5,https://www.agoda.com/en-gb/eurostars-plaza-delicias-hotel/hotel/zaragoza-es.html,EUR
57622,77432,Hotel Globus,Gregorova 2115/10,Prague,Czech Republic,,Hotels,3,50.0345376,14.47681963,2,http://www.booking.com/hotel/cz/globus-prague.en-gb.html,EUR
57623,774368,Hotel Excelsior Bay,Via Lungolago Madonnina 2,Malcesine,Italy,37018,Hotels,4,45.7578938,10.80750257,2,http://www.booking.com/hotel/it/excelsior-bay.en-gb.html,EUR
57624,77438,Irida,Na Porici 398/3,Plzen,Czech Republic,,Hotels,3,49.75145024,13.3769542,2,http://www.booking.com/hotel/cz/irida.en-gb.html,EUR
57625,77439,Hotel Panorama,V Lomech 11,Plzen,Czech Republic,,Hotels,3,49.77145865,13.3592248,2,http://www.booking.com/hotel/cz/best-western-panorama.en-gb.html,EUR
57626,77440,Hotel Slovan Plzen,Smetanovy sady 1,Plzen,Czech Republic,30137,Hotels,3,49.74451086,13.3752805,2,http://www.booking.com/hotel/cz/slovan-plzen.en-gb.html,EUR
57628,774410,Albergo Grace,Viale A. de Gasperi 39,Vibo Valentia Marina,Italy,89900,Hotels,3,38.67855835,16.1092205,5,https://www.agoda.com/en-gb/albergo-grace/hotel/vibo-valentia-marina-it.html,EUR
57629,7744166,Hotel Restaurant Haus am Hang,St. Josef am See 57,Caldaro,Italy,39052,Hotels,4,46.38130951,11.25127983,5,https://www.agoda.com/en-gb/hotel-restaurant-haus-am-hang/hotel/caldaro-it.html,EUR
57630,77442,Astory Hotel,Nadrazni 26,Plzen,Czech Republic,,Hotels,4,49.7450083,13.38669866,2,http://www.booking.com/hotel/cz/astory.en-gb.html,EUR
57631,77443,Hotel Lions Plzen,Zborovska 18,Plzen,Czech Republic,,Hotels,3,49.72868557,13.38277459,2,http://www.booking.com/hotel/cz/hazuka.en-gb.html,EUR
57632,77444,Hotel Amadeus,Dalimilova 10,Prague,Czech Republic,13000,Hotels,3,50.08611885,14.44960512,2,http://www.booking.com/hotel/cz/amadeus-prague-3.en-gb.html,EUR
57633,77447,Hotel Pav,Kremencova 13,Prague,Czech Republic,,Hotels,3,50.07905535,14.41689894,2,http://www.booking.com/hotel/cz/pav.en-gb.html,EUR
57634,77447,Novotel Barcelona Sant Joan Despi Hotel,"Carrer de la TV3, 2",Barcelona,Spain,,Hotels,4,41.37486649,2.072339058,5,https://www.agoda.com/en-gb/novotel-barcelona-sant-joan-despi-hotel/hotel/barcelona-es.html,EUR
57635,7744860,Hotel Fazio,lieu dit padolo,Bonifacio,France,20169,Hotels,3,41.40652084,9.15170002,5,https://www.agoda.com/en-gb/hotel-fazio/hotel/bonifacio-fr.html,EUR
57636,77449,Hotel The Old Inn,Namesti Svornosti,Cesky Krumlov,Czech Republic,,Hotels,4,48.81059682,14.31461021,2,http://www.booking.com/hotel/cz/the-old-inn.en-gb.html,EUR
57637,7745094,Chalet Morel 1586,Frazione Panice Soprana Limone 1400,Limone Piemonte,Italy,12015,Hotels,3,44.16730118,7.568399906,5,https://www.agoda.com/en-gb/chalet-morel-1586/hotel/limone-piemonte-it.html,EUR
57638,7745135,Le Petit Poun,Mas du petit poun Route de Villevieille,Arles,France,13200,Hotels,3,43.65036011,4.670110226,5,https://www.agoda.com/en-gb/le-petit-poun/hotel/arles-fr.html,EUR
57639,7745208,Le Repaire des Hirondelles,43 Rue Principale,Scharrachbergheim-Irmstett,France,67310,Hotels,3,48.59326172,7.492489815,5,https://www.agoda.com/en-gb/le-repaire-des-hirondelles/hotel/scharrachbergheim-irmstett-fr.html,EUR
57640,77453,U Semika,Vratislavova 36,Prague,Czech Republic,,Hotels,3,50.0657637,14.42005724,2,http://www.booking.com/hotel/cz/u-semika.en-gb.html,EUR
57641,77454,Hotel Modra ruze,Rytirska 16,Prague,Czech Republic,11000,Hotels,4,50.08506129,14.42264691,2,http://www.booking.com/hotel/cz/modra-ruze.en-gb.html,EUR
57642,77455,Hotel Continental,Zbrojnicka 8,Plzen,Czech Republic,30534,Hotels,3,49.74623994,13.37960652,2,http://www.booking.com/hotel/cz/continental.en-gb.html,EUR
57643,774552,Pensjonat Korona,ul. Konopnickiej 43,Modrzyca,Poland,,Hotels,3,51.83450006,15.71953863,2,http://www.booking.com/hotel/pl/pensjonat-korona.en-gb.html,PLN
57644,77456,Novum Hotel Vitkov Prag,Konevova 114,Prague,Czech Republic,,Hotels,4,50.09026975,14.46806478,2,http://www.booking.com/hotel/cz/vitkov.en-gb.html,EUR
57645,77457,U Stare Pani - At the Old Lady Hotel,Michalska 9/441,Prague,Czech Republic,11000,Hotels,4,50.0849477,14.41986278,2,http://www.booking.com/hotel/cz/at-the-old-lady-u-stare-pani.en-gb.html,EUR
57646,77458,Palac U Kocku,Jilska 9,Prague,Czech Republic,,Hotels,3,50.08602267,14.41894129,2,http://www.booking.com/hotel/cz/u-kocku.en-gb.html,EUR
57647,7745867,Casa Al Mare Relax In Sardegna,VIA DELLE QUERCIE LOCALITA VACCILEDDI,San Teodoro,Italy,7020,Hotels,4,40.8498497,9.646100044,5,https://www.agoda.com/en-gb/casa-al-mare-relax-in-sardegna/hotel/san-teodoro-it.html,EUR
57648,77460,Appia Hotel Residences,Sporkova 3,Prague,Czech Republic,,Hotels,4,50.08793964,14.39785659,2,http://www.booking.com/hotel/cz/appia-residences.en-gb.html,EUR
57649,77462,Hotel Slavia,Vladivostocka 1460/10,Prague,Czech Republic,,Hotels,3,50.06855455,14.47823703,2,http://www.booking.com/hotel/cz/slavia-prague-10.en-gb.html,EUR
57650,77463,Brezina Pension,Legerova 39,Prague,Czech Republic,12000,Hotels,3,50.07395672,14.43015642,2,http://www.booking.com/hotel/cz/brezina-pension.en-gb.html,EUR
57651,77464,"Kyjovsky pivovar - hotel, restaurace, pivni lazne",Komenskeho 596,Kyjov,Czech Republic,,Hotels,3,49.01552838,17.12542981,2,http://www.booking.com/hotel/cz/club-kyjov.en-gb.html,EUR
57652,7746412,Hotel Villa Gigliola,Viale Pegli 5,Rimini,Italy,47924,Hotels,2,44.0382309,12.6122303,5,https://www.agoda.com/en-gb/hotel-villa-gigliola/hotel/rimini-it.html,EUR
57653,77467,Hotel Petr,Drtinova 17,Prague,Czech Republic,15000,Hotels,3,50.07771576,14.40205291,2,http://www.booking.com/hotel/cz/petr.en-gb.html,EUR
57654,774683,Allegria Hotel,"Dn1, km 373+100, nr.9",Alba Iulia,Romania,510111,Hotels,3,46.02137319,23.54134083,2,http://www.booking.com/hotel/ro/mer.en-gb.html,RON
57655,77469,Hotel Ehrlich,Konevova 79,Prague,Czech Republic,,Hotels,4,50.08930528,14.46288057,2,http://www.booking.com/hotel/cz/ehrlich.en-gb.html,EUR
57656,77470,Hotel Uno Prague,Stechovicka 2296,Prague,Czech Republic,,Hotels,3,50.07172311,14.50003132,2,http://www.booking.com/hotel/cz/juno.en-gb.html,EUR
57657,77473,Ibis London Excel Docklands Hotel,"9 Western Gateway, Royal Victoria Dock",London,United Kingdom,,Hotels,3,51.50769424,0.02294898,5,https://www.agoda.com/en-gb/ibis-london-excel-docklands-hotel/hotel/london-gb.html,GBP
57658,7747432,Albergo Penza,82 Piazza Roma,Borrello,Italy,81016,Hotels,3,41.3560791,14.37353039,5,https://www.agoda.com/en-gb/albergo-penza/hotel/borrello-it.html,EUR
57659,77475,Edinburgh,Ruska 310,Marianske Lazne,Czech Republic,35301,Hotels,3,49.96778512,12.700831,2,http://www.booking.com/hotel/cz/edinburgh.en-gb.html,EUR
57660,774757,Hotel Golfo Sereno,"Via Terracina km 11,200",San Felice Circeo,Italy,4017,Hotels,2,41.26076889,13.13010025,5,https://www.agoda.com/en-gb/hotel-golfo-sereno/hotel/san-felice-circeo-it.html,EUR
57661,774760,Hotel ME.BE,Via Latina 15,Rimini,Italy,47924,Hotels,3,44.03371811,12.6163702,5,https://www.agoda.com/hotel-me-be/hotel/rimini-it.html,EUR
57662,774764,Camping La Berquerie,1314 RN 1314,Le Mesnil-Reaume,France,76260,Campsites,3,49.97957918,1.44728377,2,http://www.booking.com/hotel/fr/camping-la-berquerie.en-gb.html,EUR
57663,774774,Hotel Paraizo Beach All Inclusive,16 Chernomosrka Str.,Obzor,Bulgaria,8250,Hotels,3,42.81815499,27.8844443,2,http://www.booking.com/hotel/bg/paraizo-beach.en-gb.html,BGN
57664,77478,The ICON Hotel & Lounge,V Jame 6,Prague,Czech Republic,,Hotels,4,50.08010186,14.42478396,2,http://www.booking.com/hotel/cz/the-icon-boutique.en-gb.html,EUR
57665,774788,Locanda Da Otello,Via Laertina 5,Marta,Italy,1010,Hotels,3,42.53523184,11.92575574,2,http://www.booking.com/hotel/it/locanda-da-otello.en-gb.html,EUR
57666,77480,Centrum lazenske a rehabilitacni pece Reitenberger,Ibsenova 92,Marianske Lazne,Czech Republic,,Hotels,4,49.97861499,12.70595133,2,http://www.booking.com/hotel/cz/reitenberger.en-gb.html,EUR
57667,77481,Dominican Hotel,Jilska 7,Prague,Czech Republic,,Hotels,4,50.08559911,14.41908024,2,http://www.booking.com/hotel/cz/savic.en-gb.html,EUR
57668,77482,Hotel U Hvezdy,Belohorska 259,Prague,Czech Republic,16900,Hotels,3,50.07569965,14.33049962,2,http://www.booking.com/hotel/cz/u-hvezdy.en-gb.html,EUR
