id,hotelid,hotelname,address,city,country,zipcode,propertytype,starrating,latitude,longitude,Source,url,curr
84829,273446,Hotel Sausa,"Carretera Nacional II, Km.732",Vilafreser,Spain,17468,Hotels,3,42.09519526,2.89304137,2,http://www.booking.com/hotel/es/sausa.en-gb.html,EUR
84830,273453,ibis Styles Antibes,2067 Chemin De Saint Claude,Antibes,France,6600,Hotels,3,43.60137174,7.09359527,2,http://www.booking.com/hotel/fr/ibis-styles-antibes.en-gb.html,EUR
84831,273456,Hotel Garni Landhaus Trenkenbach,Untere Trenkenbach 554,Schladming,Austria,8970,Hotels,4,47.39432391,13.69490191,2,http://www.booking.com/hotel/at/garni-landhaus-trenkenbach.en-gb.html,EUR
84832,273459,Hotel Barczyzna Medical Spa,Barczyzna 12,Nekla,Poland,,Hotels,3,52.37389817,17.44795471,2,http://www.booking.com/hotel/pl/barczyzna.en-gb.html,PLN
84833,273464,Hotel Bergblick,Latschthayaweg 3,Fiss,Austria,6533,Hotels,4,47.0558866,10.6223443,2,http://www.booking.com/hotel/at/bergblick.en-gb.html,EUR
84834,273470,Hotel Pineiro,"Playa de La lanzada, 104",Sanxenxo,Spain,36990,Hotels,2,42.43193817,-8.869790077,5,https://www.agoda.com/en-gb/hotel-pineiro/hotel/sanxenxo-es.html,EUR
84835,273474,Hotel Ferraro,Via Cavour 266,Rome,Italy,184,Hotels,2,41.89361439,12.49011666,2,http://www.booking.com/hotel/it/ferraro.en-gb.html,EUR
84836,273476,Anesis Hotel,Main Square,Kalavrita,Greece,25001,Hotels,3,38.03153782,22.11168855,2,http://www.booking.com/hotel/gr/anesis-kalavrita.en-gb.html,EUR
84837,273481,Hotel Bodega La Venta,"Carretera Nacional 301, Km 189",Casas de los Pinos,Spain,16612,Hotels,3,39.29555422,-2.3762159,2,http://www.booking.com/hotel/es/bodega-venta.en-gb.html,EUR
84838,273485,Hotel Romantic,Mamaia Blv. Lot 23,Mamaia,Romania,900001,Hotels,3,44.25241852,28.61815071,5,https://www.agoda.com/en-gb/hotel-romantic/hotel/mamaia-ro.html,EUR
84839,273490,Hotel Nad Pisa,Ratuszowa 13,Pisz,Poland,,Hotels,3,53.62779964,21.80896103,2,http://www.booking.com/hotel/pl/nad-pisa-pisz.en-gb.html,PLN
84840,2734948,Hotel Etropolia,92 Ruski Blvd.,Etropole,Bulgaria,2180,Hotels,2,42.833255,23.99538,2,http://www.booking.com/hotel/bg/ietropoliia.en-gb.html,BGN
84841,273500,Sercotel Coliseo,"Alameda de Urquijo, 13",Bilbao,Spain,48008,Hotels,4,43.26039941,-2.93072507,2,http://www.booking.com/hotel/es/sercotel-coliseo.en-gb.html,EUR
84842,2735190,Spaces,16 Strada Chi Vai,San Vigilio Di Marebbe,Italy,39030,Hotels,4,46.70987,11.94343,2,http://www.booking.com/hotel/it/spaces.en-gb.html,EUR
84843,273522,B&B Con Ampere,Genthof 14,Bruges,Belgium,8000,Hotels,3,51.21244812,3.226840019,5,https://www.agoda.com/en-gb/b-b-con-ampere/hotel/bruges-be.html,EUR
84844,2735231,Lillan Hotel Cafe Butik,Ahlmanintie 29,Tampere,Finland,33100,Hotels,4,61.4859674,23.7853321,2,http://www.booking.com/hotel/fi/lillan.en-gb.html,EUR
84845,2735243,Sea Breeze Hotel,Mastichari,Mastichari,Greece,85302,Hotels,2,36.84995579,27.07770789,2,http://www.booking.com/hotel/gr/sea-breeze-47-thalassia-aura.en-gb.html,EUR
84846,273525,Hotel En Ville,2 Place Bellegarde,Aix-en-Provence,France,13100,Hotels,3,43.53214206,5.45144632,2,http://www.booking.com/hotel/fr/en-ville.en-gb.html,EUR
84847,273529,Gasthof Rossle,Arlbergstrasse 67,Braz,Austria,6751,Inns,3,47.1450047,9.9175217,2,http://www.booking.com/hotel/at/gasthof-rossle.en-gb.html,EUR
84848,273532,Hotel Arc Paris Porte d'Orleans,"11, Rue Gabriel Peri",Montrouge,France,92120,Hotels,3,48.81764414,2.32426688,2,http://www.booking.com/hotel/fr/kyriad-porte-paris-d-orleans.en-gb.html,EUR
84849,2735348,Green Village Danube Delta,"Comuna Sfantu Gheorghe , judetul Tulcea-Sfantu Gheorghe",Sfantu Gheorghe (Tulcea),Romania,827195,Resorts,4,44.89227676,29.60365105,5,https://www.agoda.com/en-gb/green-village-danube-delta/hotel/sfantu-gheorghe-tulcea-ro.html,EUR
84850,273537,Magic Palm Hotel,11 Struma Str,Ravda,Bulgaria,0,Hotels,2,42.64202895,27.67779529,5,https://www.agoda.com/en-gb/magic-palm-hotel/hotel/ravda-bg.html,EUR
84851,2735392,Sobe Glavas,28 Ulica Mate Lovraka,Garesnica,Croatia,43280,Bed and breakfasts,3,45.5752173,16.9362482,2,http://www.booking.com/hotel/hr/sobe-glavas.en-gb.html,EUR
84852,2735403,Myo Hotel Wenceslas,Krakovska 10,Prague,Czech Republic,,Hotels,4,50.0782866,14.428242,2,http://www.booking.com/hotel/cz/myo-wenceslas.en-gb.html,EUR
84853,2735473,J Hotel London,60-62 Queensborough Terrace,London,United Kingdom,,Hotels,4,51.5112398,-0.184825659,5,https://www.agoda.com/en-gb/j-hotel-london/hotel/london-gb.html,GBP
84854,273550,Dolce Vita,2049 Avenue De La Liberation,Bruay-la-Buissiere,France,62700,Hotels,2,50.49745932,2.58122921,2,http://www.booking.com/hotel/fr/dolce-vita-bruay-la-buissiere.en-gb.html,EUR
84855,2735549,Les Pins de Cesar - La campagne d'Etretat,1 Chemin des Echos,Saint-Jouin-Bruneval,France,76280,Hotels,4,49.65652084,0.172900006,5,https://www.agoda.com/en-gb/les-pins-de-cesar-la-campagne-d-etretat/hotel/saint-jouin-bruneval-fr.html,EUR
84856,273569,Hotel Tersiva,Frazione Brengaz 9,Valtournenche,Italy,11028,Hotels,3,45.87882996,7.629340172,5,https://www.agoda.com/en-gb/hotel-tersiva/hotel/valtournenche-it.html,EUR
84857,273571,Grand Hotel Victoria,Piazza Marconi 4,Bagnara Calabra,Italy,89011,Hotels,4,38.28688396,15.80233097,2,http://www.booking.com/hotel/it/grand-victoria-bagnara-calabra.en-gb.html,EUR
84858,273575,Hotel zum gruenen Tor,Juns 609,Hintertux Glacier,Austria,6293,Hotels,3,47.13852692,11.7099514,5,https://www.agoda.com/en-gb/hotel-zum-gruenen-tor/hotel/hintertux-glacier-at.html,EUR
84859,273579,Swiss International Il Magnifico,94 Principe Amedeo Street,Marciana Marina,Italy,57033,Hotels,4,42.80426462,10.19684672,5,https://www.agoda.com/en-gb/swiss-international-il-magnifico/hotel/marciana-marina-it.html,EUR
84860,273580,Hotel Italia Cortona,Via Ghibellina 5/7,Cortona,Italy,52044,Hotels,3,43.27500685,11.98479787,2,http://www.booking.com/hotel/it/hotel-italia-cortona.en-gb.html,EUR
84861,2735839,City Royal Hotel and Casino,"Gazeteci Kemal Asik Caddesi, 19",North Nicosia,Cyprus,9900,Hotels,4,35.18777791,33.36573507,2,http://www.booking.com/hotel/cy/city-royal-and-casino.en-gb.html,EUR
84862,273584,Blue Sea,Galissas,Syros,Greece,84100,Hotels,2,37.41963959,24.87808037,5,https://www.agoda.com/en-gb/blue-sea/hotel/syros-gr.html,EUR
84863,2735864,Camping Aux Couleurs du ferret,101 Avenue du Medoc,Lege-Cap-Ferret,France,33950,Campsites,3,44.8032475,-1.1328075,2,http://www.booking.com/hotel/fr/camping-aux-couleurs-du-ferret.en-gb.html,EUR
84864,273590,Hotel Elitza,Raikovski Livadi,Pamporovo,Bulgaria,4870,Hotels,2,41.62434511,24.70051646,2,http://www.booking.com/hotel/bg/elitza.en-gb.html,BGN
84865,273595,Hotel Park,Via Umbro Casentinese 88,Castiglion Fiorentino,Italy,52043,Hotels,4,43.34300345,11.91410154,2,http://www.booking.com/hotel/it/park-castiglion-fiorentino.en-gb.html,EUR
84866,2736061,Belvedere Hotel & Villa,Via Maclino 6,Toscolano Maderno,Italy,25088,Hotels,2,45.635849,10.59375954,5,https://www.agoda.com/en-gb/belvedere-hotel-villa/hotel/toscolano-maderno-it.html,EUR
84867,2736326,Mobile Home Blue Class II,"1 Put Zaratica, Jezera Village",Jezera,Croatia,22242,Campsites,4,43.79324071,15.62847866,2,https://www.booking.com/hotel/hr/mobile-home-blue-class-ii.en-gb.html,EUR
84868,273663,Helen Hotel,167-169 Hills Road,Cambridge,United Kingdom,,Hotels,3,52.18774033,0.137099996,5,https://www.agoda.com/en-gb/helen-hotel/hotel/cambridge-gb.html,GBP
84869,273671,Summer Hotel Rauma,Satamakatu 20,Rauma,Finland,26100,Hotels,2,61.128586,21.489695,5,https://www.agoda.com/en-gb/summer-hotel-rauma/hotel/rauma-fi.html,EUR
84870,273674,Hotel De Ploeg,Steenweg 184,Diepenbeek,Belgium,3590,Hotels,2,50.92090173,5.38400084,2,http://www.booking.com/hotel/be/de-ploeg.en-gb.html,EUR
84871,2736798,Hyatt Centric La Rosiere,Malatret - La Rosiere,La Rosiere,France,73700,Hotels,4,45.62729,6.849464,2,http://www.booking.com/hotel/fr/hyatt-centric-la-rosiere-la-rosiere.en-gb.html,EUR
84872,2736983,Hampton By Hilton Antwerp Central Station,Pelikaanstraat 10-16,Antwerp,Belgium,2018,Hotels,3,51.21651569,4.42028483,2,http://www.booking.com/hotel/be/hampton-by-hilton-antwerp-centraal-station.en-gb.html,EUR
84873,2737015,Hotel Casa Albets,Parroquia de La llena Casa Albets s/n,Lladurs,Spain,25283,Hotels,4,42.02655045,1.46183518,2,http://www.booking.com/hotel/es/casa-albets.en-gb.html,EUR
84874,273704,Hotel Frankfurt Offenbach City by Tulip Inn,Bismarckstr. 99,Offenbach,Germany,63065,Hotels,3,50.1005834,8.76499236,2,http://www.booking.com/hotel/de/nordic-frankfurt-offenbach.en-gb.html,EUR
84875,273706,Le Citizen Hotel,96 Quai De Jemmapes,Paris,France,75010,Hotels,3,48.8731787,2.36432634,2,http://www.booking.com/hotel/fr/le-citizen.en-gb.html,EUR
84876,273713,Chalet Christy,Rue de la telecabine,Nendaz,Switzerland,1997,Hotels,4,46.18110923,7.29316986,2,http://www.booking.com/hotel/ch/chalet-christy.en-gb.html,CHF
84877,273714,Hotel Rural Carlos Astorga,"Carretera Salinas Iznajar, A333 KM 65",Archidona,Spain,29300,Hotels,3,37.13703897,-4.31751966,2,http://www.booking.com/hotel/es/rural-carlos-astorga.en-gb.html,EUR
84878,273720,Domaine Residentiel de Plein Air Odalys L'Elysee,"980, route de l'Espiguette",Le Grau-du-Roi,France,30240,Hotels,3,43.5173111,4.149779797,5,https://www.agoda.com/en-gb/domaine-residentiel-de-plein-air-odalys-l-elysee/hotel/le-grau-du-roi-fr.html,EUR
84879,273721,Mytilana Village Hotel,6 Km Mytilinis - Kallonis,Kedro,Greece,81100,Hotels,3,39.11285757,26.49973959,2,http://www.booking.com/hotel/gr/mytilana-village.en-gb.html,EUR
84880,2737289,Hotel Orhideea,"Pietii, Nr.1/B",Negresti-Oas,Romania,445200,Hotels,4,47.8699942,23.4253688,2,http://www.booking.com/hotel/ro/orhidea-negresti-oas.en-gb.html,RON
84881,273730,Virginia Hotel,Reni Koskinou,Kallithea Rhodes,Greece,85100,Resorts,3,36.40097448,28.2276535,2,http://www.booking.com/hotel/gr/virginia-studios-and-apartments.en-gb.html,EUR
84882,273731,Amaryllis Hotel,"44, Mandilara Str.",Rhodes Town,Greece,85131,Hotels,2,36.45200627,28.21894169,2,http://www.booking.com/hotel/gr/amaryllis-rhodes.en-gb.html,EUR
84883,273733,Hotel Da Remo,Largo San Rocco 3,Roccaraso,Italy,67037,Hotels,3,41.84620754,14.07875687,2,http://www.booking.com/hotel/it/da-remo.en-gb.html,EUR
84884,273735,Hotel Christianna,Ambelas,Paros Island,Greece,84401,Hotels,2,37.10432053,25.26626968,5,https://www.agoda.com/en-gb/hotel-christianna/hotel/paros-island-gr.html,EUR
84885,273739,Cipriani Park Hotel,G. DAnnunzio 159,Rivisondoli,Italy,67036,Hotels,3,41.87068453,14.07412067,2,http://www.booking.com/hotel/it/park-cipriani.en-gb.html,EUR
84886,273742,Hotel zur Amtspforte,Obernstr.31,Stadthagen,Germany,31655,Hotels,3,52.32062719,9.20482367,2,http://www.booking.com/hotel/de/zur-amtspforte.en-gb.html,EUR
84887,273747,Costa Smeralda,Syvota,Syvota,Greece,46100,Hotels,4,39.401371,20.2384491,5,https://www.agoda.com/en-gb/costa-smeralda/hotel/syvota-gr.html,EUR
84888,273749,Hotel Jalisco,Via Gorizia 33,Lido Di Jesolo,Italy,30016,Hotels,3,45.49082947,12.60365963,5,https://www.agoda.com/en-gb/hotel-jalisco/hotel/lido-di-jesolo-it.html,EUR
